profile	Cruise	Site	DataOwner	Rawfilename	Instrument	CTDrosettefilename	yyyy-mm-dd hh:mm	Latitude 	Longitude	aa	exp	Pixel size	Particle filename	Plankton filename	Project
c_m158_092	M158	not_valid	Rainer Kiko(rainer.kiko@obs-vlfr.fr)	HDR20191020125421	uvp5	met_158_1_092	2019-10-20 12:54:21	0.0	-42.0	0.0037	1.1051	0.092	export_detailed_20230127_21_01_PAR_c_m158_092.tsv	no data available	uvp5_sn210_2019_m158
c_m158_093	M158	not_valid	Rainer Kiko(rainer.kiko@obs-vlfr.fr)	HDR20191020202841	uvp5	met_158_1_093	2019-10-20 20:28:41	0.0	-42.5	0.0037	1.1051	0.092	export_detailed_20230127_21_01_PAR_c_m158_093.tsv	no data available	uvp5_sn210_2019_m158
c_m158_094	M158	not_valid	Rainer Kiko(rainer.kiko@obs-vlfr.fr)	HDR20191021012901	uvp5	met_158_1_094	2019-10-21 01:29:01	0.0	-43.0	0.0037	1.1051	0.092	export_detailed_20230127_21_01_PAR_c_m158_094.tsv	no data available	uvp5_sn210_2019_m158
c_m158_095	M158	not_valid	Rainer Kiko(rainer.kiko@obs-vlfr.fr)	HDR20191021055825	uvp5	met_158_1_095	2019-10-21 05:58:25	0.0	-43.25	0.0037	1.1051	0.092	export_detailed_20230127_21_01_PAR_c_m158_095.tsv	no data available	uvp5_sn210_2019_m158
c_m158_096	M158	not_valid	Rainer Kiko(rainer.kiko@obs-vlfr.fr)	HDR20191021094147	uvp5	met_158_1_096	2019-10-21 09:41:47	0.0	-43.5	0.0037	1.1051	0.092	export_detailed_20230127_21_01_PAR_c_m158_096.tsv	no data available	uvp5_sn210_2019_m158
c_m158_097	M158	not_valid	Rainer Kiko(rainer.kiko@obs-vlfr.fr)	HDR20191021132019	uvp5	met_158_1_097	2019-10-21 13:20:19	0.0	-43.75	0.0037	1.1051	0.092	export_detailed_20230127_21_01_PAR_c_m158_097.tsv	no data available	uvp5_sn210_2019_m158
c_m158_098	M158	not_valid	Rainer Kiko(rainer.kiko@obs-vlfr.fr)	HDR20191021162418	uvp5	met_158_1_098	2019-10-21 16:24:18	0.0	-43.91667	0.0037	1.1051	0.092	export_detailed_20230127_21_01_PAR_c_m158_098.tsv	no data available	uvp5_sn210_2019_m158
c_m158_099	M158	not_valid	Rainer Kiko(rainer.kiko@obs-vlfr.fr)	HDR20191021205017	uvp5	met_158_1_099	2019-10-21 20:50:17	0.0	-44.0	0.0037	1.1051	0.092	export_detailed_20230127_21_01_PAR_c_m158_099.tsv	no data available	uvp5_sn210_2019_m158
c_m158_100	M158	not_valid	Rainer Kiko(rainer.kiko@obs-vlfr.fr)	HDR20191021235223	uvp5	met_158_1_100	2019-10-21 23:52:23	0.0	-44.08968	0.0037	1.1051	0.092	export_detailed_20230127_21_01_PAR_c_m158_100.tsv	no data available	uvp5_sn210_2019_m158
c_m158_101	M158	not_valid	Rainer Kiko(rainer.kiko@obs-vlfr.fr)	HDR20191022025845	uvp5	met_158_1_101	2019-10-22 02:58:45	0.0055	-44.17508	0.0037	1.1051	0.092	export_detailed_20230127_21_01_PAR_c_m158_101.tsv	no data available	uvp5_sn210_2019_m158
c_m158_102	M158	not_valid	Rainer Kiko(rainer.kiko@obs-vlfr.fr)	HDR20191022053545	uvp5	met_158_1_102	2019-10-22 05:35:45	0.00782	-44.2495	0.0037	1.1051	0.092	export_detailed_20230127_21_01_PAR_c_m158_102.tsv	no data available	uvp5_sn210_2019_m158
